,Year,Month,Neighborhood,Assault,Burglary,Arrest,Disturbance,Robbery,zvhi
496,2011,3,Broadview,1,8,2,8,1,404500.0
497,2012,3,Broadview,0,2,0,11,0,407200.0
498,2013,3,Broadview,0,0,0,0,0,443600.0
499,2014,3,Broadview,0,4,0,7,0,495700.0
500,2015,3,Broadview,0,9,0,4,0,539600.0
501,2010,4,Broadview,0,0,0,0,0,439200.0
502,2011,4,Broadview,2,10,2,10,0,404300.0
503,2012,4,Broadview,1,3,0,9,0,410000.0
504,2013,4,Broadview,0,0,0,0,0,447200.0
505,2014,4,Broadview,0,6,0,4,1,497800.0
506,2015,4,Broadview,0,7,1,9,0,553400.0
507,2010,5,Broadview,0,0,0,0,0,435100.0
508,2011,5,Broadview,1,9,0,6,0,404200.0
509,2012,5,Broadview,1,6,0,15,0,412800.0
510,2013,5,Broadview,0,0,0,0,0,449400.0
511,2014,5,Broadview,0,8,2,8,0,502300.0
512,2015,5,Broadview,0,5,0,13,0,559400.0
513,2010,6,Broadview,0,0,0,0,0,431900.0
514,2011,6,Broadview,0,6,0,9,1,404800.0
515,2012,6,Broadview,1,4,2,7,0,415100.0
516,2013,6,Broadview,0,0,0,0,0,455700.0
517,2014,6,Broadview,1,6,0,19,0,505800.0
518,2015,6,Broadview,0,11,0,11,0,556300.0
519,2010,7,Broadview,0,2,1,6,0,428100.0
520,2011,7,Broadview,0,5,3,18,0,404400.0
521,2012,7,Broadview,0,2,1,19,0,415500.0
522,2013,7,Broadview,0,0,0,0,0,465400.0
523,2014,7,Broadview,2,4,0,11,0,508700.0
524,2015,7,Broadview,0,10,0,13,0,555400.0
525,2010,8,Broadview,2,8,3,18,0,423500.0
526,2011,8,Broadview,2,6,0,20,3,401900.0
527,2012,8,Broadview,0,6,3,10,0,416900.0
528,2013,8,Broadview,0,0,0,0,0,473600.0
529,2014,8,Broadview,0,3,1,9,1,511900.0
530,2015,8,Broadview,0,12,1,7,0,556800.0
531,2010,9,Broadview,2,6,1,13,0,418400.0
532,2011,9,Broadview,2,8,1,6,0,398900.0
533,2012,9,Broadview,2,5,0,17,1,420900.0
534,2013,9,Broadview,0,0,0,0,0,479900.0
535,2014,9,Broadview,0,3,0,8,0,513500.0
536,2015,9,Broadview,1,5,0,6,0,559000.0
537,2010,10,Broadview,1,3,1,12,1,413900.0
538,2011,10,Broadview,2,10,2,20,1,398400.0
539,2012,10,Broadview,0,15,0,5,0,424200.0
540,2013,10,Broadview,0,6,0,5,0,487000.0
541,2014,10,Broadview,0,6,0,11,0,515000.0
542,2010,11,Broadview,0,7,1,13,0,410900.0
543,2011,11,Broadview,1,13,0,3,0,399900.0
544,2012,11,Broadview,1,6,1,16,1,426100.0
545,2013,11,Broadview,0,4,1,4,0,492800.0
546,2014,11,Broadview,0,6,0,10,0,517700.0
547,2010,12,Broadview,0,9,0,7,0,409000.0
548,2011,12,Broadview,1,7,1,11,0,400400.0
549,2012,12,Broadview,0,4,0,13,0,428400.0
550,2013,12,Broadview,0,6,0,10,0,496300.0
551,2014,12,Broadview,1,8,0,12,1,521200.0
552,2010,1,Bryant,0,0,0,0,0,465300.0
553,2011,1,Bryant,0,4,0,4,0,465500.0
554,2012,1,Bryant,0,2,1,5,1,455600.0
555,2013,1,Bryant,0,3,1,8,0,496500.0
556,2014,1,Bryant,0,1,0,3,0,558600.0
557,2015,1,Bryant,0,4,0,3,0,589900.0
558,2010,2,Bryant,0,0,0,0,0,464400.0
559,2011,2,Bryant,1,0,1,4,0,466200.0
560,2012,2,Bryant,1,2,1,2,0,457400.0
561,2013,2,Bryant,0,2,0,4,2,500300.0
562,2014,2,Bryant,0,2,0,0,0,559300.0
563,2015,2,Bryant,0,2,0,2,0,598100.0
564,2010,3,Bryant,0,0,0,0,0,463500.0
565,2011,3,Bryant,0,1,0,4,0,464300.0
566,2012,3,Bryant,1,2,0,8,0,460600.0
567,2013,3,Bryant,0,0,0,0,0,505800.0
568,2014,3,Bryant,0,4,0,6,0,558000.0
569,2015,3,Bryant,0,3,0,4,0,615200.0
570,2010,4,Bryant,0,0,0,0,0,463000.0
571,2011,4,Bryant,0,5,0,7,0,459600.0
572,2012,4,Bryant,1,2,0,4,0,463800.0
573,2013,4,Bryant,0,0,0,0,0,515200.0
574,2014,4,Bryant,0,8,0,1,0,556500.0
575,2015,4,Bryant,0,6,0,5,2,634200.0
576,2010,5,Bryant,0,0,0,0,0,462800.0
577,2011,5,Bryant,1,2,2,5,0,454800.0
578,2012,5,Bryant,0,1,1,7,0,467200.0
579,2013,5,Bryant,0,0,0,0,0,525600.0
580,2014,5,Bryant,0,4,0,8,0,558400.0
581,2015,5,Bryant,0,6,0,5,0,643700.0
582,2010,6,Bryant,0,0,0,0,0,460900.0
583,2011,6,Bryant,2,4,0,5,0,451400.0
584,2012,6,Bryant,0,0,1,7,0,472300.0
585,2013,6,Bryant,0,0,0,0,0,533400.0
586,2014,6,Bryant,0,3,0,13,0,563100.0
587,2015,6,Bryant,0,5,0,12,0,646200.0
588,2010,7,Bryant,0,2,0,4,0,459400.0
589,2011,7,Bryant,2,6,0,5,0,448700.0
590,2012,7,Bryant,0,0,0,14,0,477700.0
591,2013,7,Bryant,0,0,0,0,0,539200.0
592,2014,7,Bryant,1,2,0,6,0,565900.0
593,2015,7,Bryant,1,0,0,10,0,654100.0
594,2010,8,Bryant,0,1,0,12,0,459700.0
595,2011,8,Bryant,2,3,1,13,0,448600.0
596,2012,8,Bryant,2,2,0,13,0,483400.0
597,2013,8,Bryant,0,0,0,0,0,544700.0
598,2014,8,Bryant,0,4,0,5,0,566900.0
599,2015,8,Bryant,0,2,0,5,0,660400.0
600,2010,9,Bryant,1,2,0,9,0,461000.0
601,2011,9,Bryant,2,3,0,10,0,451200.0
602,2012,9,Bryant,0,5,0,9,2,487700.0
603,2013,9,Bryant,0,0,0,0,0,549500.0
604,2014,9,Bryant,0,4,0,2,0,567400.0
605,2015,9,Bryant,0,3,0,3,0,664200.0
606,2010,10,Bryant,1,3,1,3,0,461800.0
607,2011,10,Bryant,0,8,0,12,0,453700.0
608,2012,10,Bryant,2,2,0,6,0,489700.0
609,2013,10,Bryant,0,4,0,2,0,554500.0
610,2014,10,Bryant,0,3,0,3,1,570300.0
611,2010,11,Bryant,0,3,0,5,0,462600.0
612,2011,11,Bryant,0,7,0,2,0,454600.0
613,2012,11,Bryant,0,7,0,2,0,491200.0
614,2013,11,Bryant,0,2,0,6,0,558300.0
615,2014,11,Bryant,1,4,0,4,0,575700.0
616,2010,12,Bryant,1,6,1,6,0,463900.0
617,2011,12,Bryant,0,5,0,4,0,455200.0
618,2012,12,Bryant,0,5,0,8,1,493600.0
619,2013,12,Bryant,1,4,0,2,0,558500.0
620,2014,12,Bryant,0,1,0,2,2,582600.0
621,2010,1,Capitol Hill,0,0,0,0,0,353800.0
622,2011,1,Capitol Hill,23,35,42,160,12,333700.0
623,2012,1,Capitol Hill,24,32,27,167,7,313100.0
624,2013,1,Capitol Hill,15,45,38,208,8,355300.0
625,2014,1,Capitol Hill,23,40,11,175,11,398000.0
626,2015,1,Capitol Hill,21,31,11,180,9,421000.0
627,2010,2,Capitol Hill,0,0,0,0,0,354800.0
628,2011,2,Capitol Hill,21,18,11,67,5,330100.0
629,2012,2,Capitol Hill,18,20,31,148,6,314800.0
630,2013,2,Capitol Hill,13,42,24,151,4,359100.0
631,2014,2,Capitol Hill,24,35,14,169,3,400200.0
632,2015,2,Capitol Hill,36,45,6,175,11,422800.0
633,2010,3,Capitol Hill,0,0,0,0,0,355800.0
634,2011,3,Capitol Hill,20,15,14,81,6,325000.0
635,2012,3,Capitol Hill,21,21,25,158,8,318000.0
636,2013,3,Capitol Hill,0,0,0,0,0,364700.0
637,2014,3,Capitol Hill,28,45,16,171,8,401300.0
638,2015,3,Capitol Hill,36,34,7,243,8,426500.0
639,2010,4,Capitol Hill,0,0,0,0,0,356200.0
640,2011,4,Capitol Hill,24,19,25,167,1,320900.0
641,2012,4,Capitol Hill,17,23,32,188,8,321900.0
642,2013,4,Capitol Hill,0,0,0,0,0,369200.0
643,2014,4,Capitol Hill,14,32,15,219,7,403900.0
644,2015,4,Capitol Hill,31,33,6,201,10,431700.0
645,2010,5,Capitol Hill,0,0,0,0,0,355200.0
646,2011,5,Capitol Hill,18,37,18,190,6,319300.0
647,2012,5,Capitol Hill,20,35,33,208,15,326500.0
648,2013,5,Capitol Hill,0,0,0,0,0,372500.0
649,2014,5,Capitol Hill,33,50,22,284,8,407000.0
650,2015,5,Capitol Hill,41,35,13,359,5,434800.0
651,2010,6,Capitol Hill,0,0,0,0,0,352400.0
652,2011,6,Capitol Hill,17,26,27,199,5,318000.0
653,2012,6,Capitol Hill,34,59,22,267,12,332400.0
654,2013,6,Capitol Hill,0,0,0,0,0,376700.0
655,2014,6,Capitol Hill,40,33,22,274,15,408700.0
656,2015,6,Capitol Hill,36,56,11,372,11,435500.0
657,2010,7,Capitol Hill,11,7,13,140,5,348300.0
658,2011,7,Capitol Hill,21,30,34,262,6,316600.0
659,2012,7,Capitol Hill,30,62,40,338,7,336500.0
660,2013,7,Capitol Hill,0,0,0,0,0,382200.0
661,2014,7,Capitol Hill,47,40,12,347,8,409700.0
662,2015,7,Capitol Hill,40,63,24,394,9,438100.0
663,2010,8,Capitol Hill,27,32,47,270,8,344800.0
664,2011,8,Capitol Hill,27,36,28,219,6,314900.0
665,2012,8,Capitol Hill,17,48,24,272,11,338600.0
666,2013,8,Capitol Hill,1,1,0,1,0,385400.0
667,2014,8,Capitol Hill,35,20,10,305,16,410700.0
668,2015,8,Capitol Hill,44,68,16,417,14,445900.0
669,2010,9,Capitol Hill,20,30,22,249,10,341800.0
670,2011,9,Capitol Hill,14,28,26,205,6,313900.0
671,2012,9,Capitol Hill,24,31,34,290,9,339900.0
672,2013,9,Capitol Hill,0,0,0,0,0,387400.0
673,2014,9,Capitol Hill,29,26,13,224,12,412500.0
674,2015,9,Capitol Hill,42,53,17,321,6,454600.0
675,2010,10,Capitol Hill,22,40,34,210,6,339800.0
676,2011,10,Capitol Hill,27,27,18,236,9,313800.0
677,2012,10,Capitol Hill,20,48,29,209,8,342700.0
678,2013,10,Capitol Hill,21,34,20,228,13,389400.0
679,2014,10,Capitol Hill,33,22,14,262,6,415200.0
680,2010,11,Capitol Hill,14,31,40,142,5,338300.0
681,2011,11,Capitol Hill,14,18,18,115,6,313900.0
682,2012,11,Capitol Hill,19,52,29,185,3,347600.0
683,2013,11,Capitol Hill,19,36,13,190,11,391500.0
684,2014,11,Capitol Hill,29,30,7,209,9,417800.0
685,2010,12,Capitol Hill,13,34,14,128,4,336200.0
686,2011,12,Capitol Hill,21,33,26,186,10,313400.0
687,2012,12,Capitol Hill,23,35,22,148,11,352200.0
688,2013,12,Capitol Hill,26,28,8,138,7,394200.0
689,2014,12,Capitol Hill,30,25,3,160,9,419300.0
690,2010,1,Cedar Park,0,0,0,0,0,369400.0
691,2011,1,Cedar Park,5,6,9,35,0,340400.0
692,2012,1,Cedar Park,2,5,3,30,0,332200.0
693,2013,1,Cedar Park,2,5,2,32,0,367700.0
694,2014,1,Cedar Park,1,3,0,47,1,408200.0
695,2015,1,Cedar Park,2,5,2,18,1,444500.0
696,2010,2,Cedar Park,0,0,0,0,0,368500.0
697,2011,2,Cedar Park,0,0,2,7,0,338200.0
698,2012,2,Cedar Park,4,8,10,33,1,333800.0
699,2013,2,Cedar Park,1,5,0,26,0,375000.0
700,2014,2,Cedar Park,5,9,0,19,0,409300.0
701,2015,2,Cedar Park,3,4,1,17,0,444700.0
702,2010,3,Cedar Park,0,0,0,0,0,366700.0
703,2011,3,Cedar Park,0,2,6,22,1,335300.0
704,2012,3,Cedar Park,4,14,5,19,1,336500.0
705,2013,3,Cedar Park,0,0,0,0,0,382500.0
706,2014,3,Cedar Park,3,12,2,27,1,411700.0
707,2015,3,Cedar Park,0,2,0,23,1,447300.0
708,2010,4,Cedar Park,0,0,0,0,0,365800.0
709,2011,4,Cedar Park,3,7,9,24,1,332500.0
710,2012,4,Cedar Park,4,7,3,27,3,340400.0
711,2013,4,Cedar Park,0,0,0,0,0,385900.0
712,2014,4,Cedar Park,1,10,0,23,0,416600.0
713,2015,4,Cedar Park,3,3,0,24,1,452300.0
714,2010,5,Cedar Park,0,0,0,0,0,365100.0
715,2011,5,Cedar Park,10,6,9,38,0,331300.0
716,2012,5,Cedar Park,1,5,5,28,1,345500.0
717,2013,5,Cedar Park,0,0,0,0,0,386400.0
718,2014,5,Cedar Park,4,7,3,38,1,421600.0
719,2015,5,Cedar Park,3,4,1,25,1,454900.0
720,2010,6,Cedar Park,0,0,0,0,0,362900.0
721,2011,6,Cedar Park,4,3,6,35,1,331600.0
722,2012,6,Cedar Park,5,4,4,44,0,351100.0
723,2013,6,Cedar Park,0,0,0,0,0,387900.0
724,2014,6,Cedar Park,3,9,2,30,1,425900.0
725,2015,6,Cedar Park,4,6,0,33,3,453000.0
726,2010,7,Cedar Park,0,2,2,16,0,358900.0
727,2011,7,Cedar Park,4,8,6,66,2,330900.0
728,2012,7,Cedar Park,7,13,6,44,0,354500.0
729,2013,7,Cedar Park,0,0,0,0,0,392600.0
730,2014,7,Cedar Park,2,6,0,41,1,430600.0
731,2015,7,Cedar Park,6,5,2,44,0,451600.0
732,2010,8,Cedar Park,5,3,4,40,1,353700.0
733,2011,8,Cedar Park,3,8,7,51,2,328400.0
734,2012,8,Cedar Park,2,15,0,50,0,355100.0
735,2013,8,Cedar Park,0,0,0,0,0,399000.0
736,2014,8,Cedar Park,1,7,0,36,0,434300.0
737,2015,8,Cedar Park,5,3,1,39,1,453100.0
738,2010,9,Cedar Park,3,4,4,36,0,348700.0
739,2011,9,Cedar Park,1,10,7,29,1,326700.0
740,2012,9,Cedar Park,5,14,6,45,0,354400.0
741,2013,9,Cedar Park,0,0,0,0,0,404100.0
742,2014,9,Cedar Park,2,0,1,20,0,437000.0
743,2015,9,Cedar Park,7,1,2,27,0,455600.0
744,2010,10,Cedar Park,2,4,7,32,0,345600.0
745,2011,10,Cedar Park,6,16,3,33,4,327600.0
746,2012,10,Cedar Park,1,11,7,39,1,354700.0
747,2013,10,Cedar Park,2,2,3,17,0,406000.0
748,2014,10,Cedar Park,4,4,2,24,2,439300.0
749,2010,11,Cedar Park,2,3,10,19,2,343800.0
750,2011,11,Cedar Park,0,7,2,29,0,329500.0
751,2012,11,Cedar Park,3,11,7,36,1,358100.0
752,2013,11,Cedar Park,4,5,0,31,1,405900.0
753,2014,11,Cedar Park,4,4,0,19,1,441100.0
754,2010,12,Cedar Park,4,5,4,18,0,342200.0
755,2011,12,Cedar Park,0,6,6,29,2,331300.0
756,2012,12,Cedar Park,2,6,7,28,3,362600.0
757,2013,12,Cedar Park,1,7,3,16,1,406300.0
758,2014,12,Cedar Park,4,9,0,31,1,443000.0
759,2010,1,Central,0,0,0,0,0,392000.0
760,2011,1,Central,7,16,16,71,3,391300.0
761,2012,1,Central,8,12,7,55,5,380900.0
762,2013,1,Central,13,10,16,45,6,413600.0
763,2014,1,Central,9,19,5,58,5,487300.0
764,2015,1,Central,7,17,0,42,1,498300.0
765,2010,2,Central,0,0,0,0,0,393100.0
766,2011,2,Central,2,9,11,22,4,392600.0
767,2012,2,Central,4,18,9,45,0,380500.0
768,2013,2,Central,8,9,4,47,4,417800.0
769,2014,2,Central,7,15,3,37,0,489900.0
770,2015,2,Central,8,15,4,49,1,504500.0
771,2010,3,Central,0,0,0,0,0,395500.0
772,2011,3,Central,9,13,11,29,5,392900.0
773,2012,3,Central,9,9,12,60,4,381500.0
774,2013,3,Central,0,0,0,0,0,422300.0
775,2014,3,Central,4,12,3,50,3,489400.0
776,2015,3,Central,7,11,2,72,2,516800.0
777,2010,4,Central,0,0,0,0,0,398500.0
778,2011,4,Central,5,10,13,55,6,389100.0
779,2012,4,Central,11,11,12,61,6,384000.0
780,2013,4,Central,0,0,0,0,0,427800.0
781,2014,4,Central,7,16,4,62,4,488000.0
782,2015,4,Central,8,10,3,54,2,531700.0
783,2010,5,Central,0,0,0,0,0,402100.0
784,2011,5,Central,7,20,13,74,4,383600.0
785,2012,5,Central,6,21,10,69,8,386700.0
786,2013,5,Central,0,0,0,0,0,434900.0
787,2014,5,Central,5,13,3,101,7,487600.0
788,2015,5,Central,14,13,0,71,2,540300.0
789,2010,6,Central,0,0,0,1,0,403400.0
790,2011,6,Central,6,17,12,81,2,380400.0
791,2012,6,Central,14,19,7,86,4,391100.0
792,2013,6,Central,0,0,0,0,0,443600.0
793,2014,6,Central,5,15,5,104,4,488500.0
794,2015,6,Central,7,18,3,108,4,541200.0
795,2010,7,Central,5,6,5,44,1,401500.0
796,2011,7,Central,9,17,20,117,8,377900.0
797,2012,7,Central,9,21,6,151,9,396900.0
798,2013,7,Central,0,0,0,0,0,453400.0
799,2014,7,Central,10,7,7,121,5,487000.0
800,2015,7,Central,6,14,8,114,5,545200.0
801,2010,8,Central,11,20,17,88,4,400300.0
802,2011,8,Central,6,18,3,110,3,376900.0
803,2012,8,Central,9,12,6,104,4,401300.0
804,2013,8,Central,0,0,0,0,0,462500.0
805,2014,8,Central,5,9,6,91,4,483300.0
806,2015,8,Central,12,22,1,80,1,550600.0
807,2010,9,Central,12,21,14,73,3,400500.0
808,2011,9,Central,16,19,8,97,6,376100.0
809,2012,9,Central,11,8,14,84,5,404400.0
810,2013,9,Central,0,0,0,0,0,470300.0
811,2014,9,Central,2,7,5,62,4,481800.0
812,2015,9,Central,9,14,0,82,5,554700.0
813,2010,10,Central,10,16,25,81,11,399500.0
814,2011,10,Central,8,23,7,87,12,376900.0
815,2012,10,Central,6,12,10,68,5,406700.0
816,2013,10,Central,6,13,3,52,4,476500.0
817,2014,10,Central,7,15,8,44,3,485100.0
818,2010,11,Central,4,11,8,50,6,396800.0
819,2011,11,Central,6,11,7,37,5,378800.0
820,2012,11,Central,12,16,7,38,5,408500.0
821,2013,11,Central,7,18,6,57,4,480200.0
822,2014,11,Central,9,17,3,51,2,490000.0
823,2010,12,Central,5,27,13,52,1,393800.0
824,2011,12,Central,10,11,10,45,3,380800.0
825,2012,12,Central,6,26,14,51,2,410400.0
826,2013,12,Central,11,13,3,60,5,483300.0
827,2014,12,Central,4,19,2,38,3,493200.0
828,2010,1,Columbia City,0,0,0,0,0,339900.0
829,2011,1,Columbia City,8,21,6,40,8,307200.0
830,2012,1,Columbia City,5,13,4,27,2,298500.0
831,2013,1,Columbia City,2,10,9,35,2,344900.0
832,2014,1,Columbia City,4,34,3,37,7,387400.0
833,2015,1,Columbia City,6,5,4,35,2,385300.0
834,2010,2,Columbia City,0,0,0,0,0,339200.0
835,2011,2,Columbia City,3,6,5,29,2,306500.0
836,2012,2,Columbia City,4,10,7,28,6,300000.0
837,2013,2,Columbia City,4,7,1,19,7,348300.0
838,2014,2,Columbia City,6,19,0,30,1,389400.0
839,2015,2,Columbia City,4,11,1,28,2,387100.0
840,2010,3,Columbia City,0,0,0,0,0,337900.0
841,2011,3,Columbia City,2,6,8,21,6,304300.0
842,2012,3,Columbia City,2,13,7,35,1,305000.0
843,2013,3,Columbia City,0,0,0,0,0,350300.0
844,2014,3,Columbia City,6,23,0,46,4,388300.0
845,2015,3,Columbia City,2,23,2,42,2,395000.0
846,2010,4,Columbia City,0,0,0,0,0,335800.0
847,2011,4,Columbia City,2,7,5,29,4,301500.0
848,2012,4,Columbia City,3,8,6,30,6,311300.0
849,2013,4,Columbia City,0,0,0,0,0,352200.0
850,2014,4,Columbia City,8,21,0,48,5,384800.0
851,2015,4,Columbia City,3,11,1,36,4,407000.0
852,2010,5,Columbia City,0,1,0,0,0,333200.0
853,2011,5,Columbia City,3,6,11,29,3,299600.0
854,2012,5,Columbia City,3,12,4,48,3,317300.0
855,2013,5,Columbia City,0,0,0,0,0,354000.0
856,2014,5,Columbia City,2,16,0,44,4,380400.0
857,2015,5,Columbia City,6,19,1,62,3,418200.0
858,2010,6,Columbia City,0,0,0,0,0,329400.0
859,2011,6,Columbia City,6,11,2,38,4,298200.0
860,2012,6,Columbia City,5,20,4,42,2,321400.0
861,2013,6,Columbia City,0,0,0,0,0,357300.0
862,2014,6,Columbia City,2,8,3,68,6,378600.0
863,2015,6,Columbia City,1,15,4,76,7,425800.0
864,2010,7,Columbia City,6,7,2,24,4,324400.0
865,2011,7,Columbia City,6,14,7,51,1,297400.0
866,2012,7,Columbia City,15,12,7,99,3,323700.0
867,2013,7,Columbia City,0,0,0,0,0,361300.0
868,2014,7,Columbia City,3,6,2,75,6,378200.0
869,2015,7,Columbia City,8,17,2,83,4,433100.0
870,2010,8,Columbia City,12,17,12,73,4,319200.0
871,2011,8,Columbia City,9,12,8,82,1,297100.0
872,2012,8,Columbia City,8,10,5,77,6,327100.0
873,2013,8,Columbia City,0,0,0,1,0,366300.0
874,2014,8,Columbia City,7,9,0,36,3,378500.0
875,2015,8,Columbia City,6,8,2,82,6,435600.0
876,2010,9,Columbia City,10,11,7,72,5,315100.0
877,2011,9,Columbia City,7,18,8,52,6,296800.0
878,2012,9,Columbia City,3,9,8,40,2,331800.0
879,2013,9,Columbia City,0,0,0,0,0,371300.0
880,2014,9,Columbia City,4,8,1,35,4,378400.0
881,2015,9,Columbia City,5,11,0,65,4,436700.0
882,2010,10,Columbia City,14,15,5,50,4,312600.0
883,2011,10,Columbia City,4,22,7,43,7,297000.0
884,2012,10,Columbia City,2,15,2,39,3,335900.0
885,2013,10,Columbia City,4,14,1,30,3,376600.0
886,2014,10,Columbia City,4,14,2,36,2,379100.0
887,2010,11,Columbia City,10,8,23,36,6,310400.0
888,2011,11,Columbia City,3,11,3,28,5,298200.0
889,2012,11,Columbia City,4,14,2,23,5,338900.0
890,2013,11,Columbia City,1,26,5,28,7,380700.0
891,2014,11,Columbia City,9,18,3,24,8,380800.0
892,2010,12,Columbia City,4,16,8,31,3,308200.0
893,2011,12,Columbia City,2,13,6,29,9,298900.0
894,2012,12,Columbia City,4,10,5,33,4,341800.0
895,2013,12,Columbia City,6,19,1,26,4,384500.0
896,2014,12,Columbia City,3,8,2,33,2,382900.0
897,2010,1,Crown Hill,0,0,0,0,0,349500.0
898,2011,1,Crown Hill,1,1,0,17,0,335000.0
899,2012,1,Crown Hill,1,3,1,8,0,312000.0
900,2013,1,Crown Hill,0,5,1,13,0,369700.0
901,2014,1,Crown Hill,0,6,0,8,1,403500.0
902,2015,1,Crown Hill,0,5,0,10,2,431400.0
903,2010,2,Crown Hill,0,0,0,0,0,350900.0
904,2011,2,Crown Hill,0,0,1,5,0,331300.0
905,2012,2,Crown Hill,0,1,2,7,0,314600.0
906,2013,2,Crown Hill,1,2,1,14,0,374400.0
907,2014,2,Crown Hill,1,2,0,9,1,404600.0
908,2015,2,Crown Hill,3,2,2,19,1,434700.0
909,2010,3,Crown Hill,0,0,0,0,0,353400.0
910,2011,3,Crown Hill,0,2,2,8,1,326000.0
911,2012,3,Crown Hill,0,3,1,17,1,318400.0
912,2013,3,Crown Hill,0,0,0,0,0,377800.0
913,2014,3,Crown Hill,0,1,0,6,0,407300.0
914,2015,3,Crown Hill,0,5,0,13,0,437900.0
915,2010,4,Crown Hill,0,0,0,0,0,355000.0
916,2011,4,Crown Hill,3,6,2,26,1,320600.0
917,2012,4,Crown Hill,0,0,0,11,0,322700.0
918,2013,4,Crown Hill,0,0,0,0,0,381700.0
919,2014,4,Crown Hill,1,4,0,5,0,412900.0
920,2015,4,Crown Hill,0,5,0,8,1,441100.0
921,2010,5,Crown Hill,0,0,0,0,0,355000.0
922,2011,5,Crown Hill,0,2,1,17,1,316800.0
923,2012,5,Crown Hill,1,3,0,15,0,327900.0
924,2013,5,Crown Hill,0,0,0,0,0,384700.0
925,2014,5,Crown Hill,1,2,0,15,0,419300.0
926,2015,5,Crown Hill,1,5,0,10,1,445100.0
927,2010,6,Crown Hill,0,0,0,0,0,352900.0
928,2011,6,Crown Hill,1,3,2,13,0,313900.0
929,2012,6,Crown Hill,3,2,1,15,0,334300.0
930,2013,6,Crown Hill,0,0,0,0,0,386900.0
931,2014,6,Crown Hill,1,4,0,16,0,422100.0
932,2015,6,Crown Hill,1,7,0,14,0,450300.0
933,2010,7,Crown Hill,0,1,1,14,0,350300.0
934,2011,7,Crown Hill,2,8,2,19,1,310500.0
935,2012,7,Crown Hill,0,1,1,28,0,340800.0
936,2013,7,Crown Hill,0,0,0,0,0,389200.0
937,2014,7,Crown Hill,0,1,1,18,0,421400.0
938,2015,7,Crown Hill,2,2,0,20,0,458100.0
939,2010,8,Crown Hill,1,4,4,21,0,347400.0
940,2011,8,Crown Hill,0,4,3,22,0,306600.0
941,2012,8,Crown Hill,0,5,0,18,0,346800.0
942,2013,8,Crown Hill,0,0,0,0,0,392600.0
943,2014,8,Crown Hill,0,3,0,19,0,420400.0
944,2015,8,Crown Hill,2,3,0,12,0,464100.0
945,2010,9,Crown Hill,2,3,0,17,0,345000.0
946,2011,9,Crown Hill,2,5,0,16,0,304700.0
947,2012,9,Crown Hill,2,1,0,22,1,351800.0
948,2013,9,Crown Hill,0,0,0,0,0,395600.0
949,2014,9,Crown Hill,2,1,0,13,2,420800.0
950,2015,9,Crown Hill,0,1,1,9,1,467600.0
951,2010,10,Crown Hill,1,4,4,18,1,342000.0
952,2011,10,Crown Hill,1,3,0,17,2,306200.0
953,2012,10,Crown Hill,2,7,2,11,0,355800.0
954,2013,10,Crown Hill,3,2,0,7,1,397700.0
955,2014,10,Crown Hill,2,3,3,16,1,422500.0
956,2010,11,Crown Hill,2,3,3,15,2,339600.0
957,2011,11,Crown Hill,0,1,0,4,0,308800.0
958,2012,11,Crown Hill,2,2,0,13,2,359400.0
959,2013,11,Crown Hill,3,0,0,9,0,399300.0
960,2014,11,Crown Hill,2,5,0,8,3,425100.0
961,2010,12,Crown Hill,0,5,1,15,2,337300.0
962,2011,12,Crown Hill,4,2,2,7,0,310600.0
963,2012,12,Crown Hill,3,3,0,6,2,364200.0
964,2013,12,Crown Hill,3,6,1,5,1,401500.0
965,2014,12,Crown Hill,1,1,0,12,0,428000.0
966,2010,1,Downtown,0,0,0,0,0,516700.0
967,2011,1,Downtown,72,33,152,393,25,467600.0
968,2012,1,Downtown,69,24,84,331,13,456900.0
969,2013,1,Downtown,80,37,126,375,34,487500.0
970,2014,1,Downtown,111,35,48,435,33,518300.0
971,2015,1,Downtown,84,24,44,381,28,571000.0
972,2010,2,Downtown,1,0,0,0,0,509400.0
973,2011,2,Downtown,40,12,65,196,9,466900.0
974,2012,2,Downtown,73,17,91,376,18,456600.0
975,2013,2,Downtown,54,18,99,320,17,492300.0
976,2014,2,Downtown,65,37,38,410,22,522000.0
977,2015,2,Downtown,96,22,30,490,18,572000.0
978,2010,3,Downtown,0,0,0,0,0,498600.0
979,2011,3,Downtown,33,9,79,187,8,468000.0
980,2012,3,Downtown,72,22,77,387,33,456800.0
981,2013,3,Downtown,0,0,0,0,0,494100.0
982,2014,3,Downtown,84,26,44,360,44,529300.0
983,2015,3,Downtown,82,42,42,529,34,580100.0
984,2010,4,Downtown,0,0,0,0,0,489900.0
985,2011,4,Downtown,71,20,105,344,19,467300.0
986,2012,4,Downtown,84,15,77,395,20,457300.0
987,2013,4,Downtown,0,0,0,0,0,498700.0
988,2014,4,Downtown,80,28,42,388,30,537000.0
989,2015,4,Downtown,83,25,29,496,26,590900.0
990,2010,5,Downtown,0,0,0,0,0,486400.0
991,2011,5,Downtown,67,10,99,338,14,463100.0
992,2012,5,Downtown,77,16,78,387,27,457600.0
993,2013,5,Downtown,0,0,0,0,0,505900.0
994,2014,5,Downtown,98,29,27,483,33,543000.0
995,2015,5,Downtown,114,38,38,523,29,598700.0
996,2010,6,Downtown,0,0,0,0,0,482100.0
